,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
28509,28509,39.0,4.4,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.509598064473
28510,28510,30.0,4.6,Sunny,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,22,20002.509598064473
28511,28511,27.0,5.0,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,17,20002.50931304905
28512,28512,25.0,4.7,Fog,Low,1,Drinks,motorcycle,0.0,No,Urban,13,20002.50931304905
28513,28513,32.0,4.8,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,28,20002.50931304905
28514,28514,36.0,5.0,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.50931304905
28515,28515,37.0,4.9,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,28,20002.509312537975
28516,28516,22.0,4.2,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,31,20002.509312537975
28517,28517,35.0,4.6,Sandstorms,High,1,Buffet,scooter,0.0,No,Metropolitian,30,20002.509312537975
28518,28518,24.0,4.9,Windy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.509309822057
28519,28519,30.0,4.8,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,16,20002.509309822057
28520,28520,31.0,4.6,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,35,20002.509309822057
28521,28521,38.0,4.4,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.509309822057
28522,28522,30.0,4.7,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,15,20002.509309663063
28523,28523,23.0,4.7,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.509309663063
28524,28524,34.0,5.0,Fog,Jam,1,Buffet,scooter,0.0,No,Metropolitian,45,20002.509309663063
28525,28525,21.0,4.7,Fog,Medium,2,Buffet,motorcycle,1.0,No,Urban,14,20002.509309663063
28526,28526,22.0,4.8,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,20002.509309663063
28527,28527,26.0,4.6,Fog,Medium,1,Drinks,motorcycle,0.0,No,Urban,15,20002.50930953508
28528,28528,20.0,5.0,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,20002.50930953508
28529,28529,34.0,4.8,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,30,20002.50930952134
28530,28530,,,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,40,20002.50930952134
28531,28531,20.0,4.8,Sandstorms,Low,2,Snack,scooter,0.0,No,Urban,14,20002.509309518435
28532,28532,33.0,4.9,Sunny,Low,1,Meal,motorcycle,0.0,No,Urban,14,20002.509309518435
28533,28533,,,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,22,20002.509309518435
28534,28534,23.0,4.8,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26,20002.509309518435
28535,28535,24.0,4.7,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,10,20002.5093094544
28536,28536,,,Stormy,Jam,1,Snack,motorcycle,,No,Metropolitian,19,20002.5093094544
28537,28537,39.0,4.2,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,37,20002.5093094544
28538,28538,26.0,3.3,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,37,20002.5093094544
28539,28539,34.0,4.8,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,28,20002.5093094544
28540,28540,26.0,4.7,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,15,20002.5093094544
28541,28541,27.0,4.0,Fog,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,34,20002.5093094544
28542,28542,33.0,4.8,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.5093094544
28543,28543,34.0,5.0,Windy,Low,1,Buffet,scooter,1.0,No,Urban,29,20002.509309445417
28544,28544,29.0,4.7,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,29,20002.509309445417
28545,28545,35.0,4.9,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,18,20002.509309445417
28546,28546,21.0,4.8,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,11,20002.509309354078
28547,28547,34.0,4.7,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,29,20002.509309354078
28548,28548,24.0,4.7,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Urban,22,20002.509309354078
28549,28549,38.0,4.7,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Urban,48,20002.509309354078
28550,28550,21.0,4.9,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.509309268382
28551,28551,32.0,4.9,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,27,20002.509309268382
28552,28552,32.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,Yes,Semi-Urban,48,20002.509309268382
28553,28553,38.0,4.6,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.509309175904
28554,28554,26.0,4.1,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,36,20002.509309175904
28555,28555,33.0,5.0,Windy,Low,2,Buffet,electric_scooter,0.0,No,Urban,23,20002.509309175904
28556,28556,27.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,48,20002.509309175904
28557,28557,39.0,4.5,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,31,20002.509291488197
28558,28558,39.0,4.6,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,39,20002.509291488197
28559,28559,34.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,0.0,Yes,Metropolitian,47,20002.509291488197
28560,28560,34.0,5.0,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.509291488197
28561,28561,27.0,4.8,Sandstorms,High,2,Buffet,electric_scooter,1.0,No,Urban,13,20002.509291488197
28562,28562,30.0,5.0,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.509291488197
28563,28563,21.0,4.6,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,20002.509291488197
28564,28564,32.0,4.7,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Urban,34,20002.509291488197
28565,28565,30.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.509291488197
28566,28566,22.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.509291488197
28567,28567,31.0,4.6,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,29,20002.509291488197
28568,28568,31.0,4.6,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.509291488197
28569,28569,37.0,4.1,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,42,20002.509291488197
28570,28570,20.0,4.7,Fog,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,26,20002.509291488197
28571,28571,37.0,4.8,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,22,20002.509291488197
28572,28572,32.0,4.6,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,20002.509291488197
28573,28573,27.0,4.6,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.509291488197
28574,28574,34.0,4.3,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,40,20002.509288420883
28575,28575,34.0,4.9,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,16,20002.509288420883
28576,28576,26.0,4.8,Sunny,Low,2,Buffet,scooter,1.0,No,Urban,16,20002.509288420883
28577,28577,27.0,4.9,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,18,20002.509288420883
28578,28578,25.0,4.7,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,21,20002.509288420883
28579,28579,33.0,4.7,Sunny,High,0,Buffet,motorcycle,0.0,No,Urban,22,20002.509288420883
28580,28580,32.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,27,20002.509288420883
28581,28581,32.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Urban,15,20002.509288420883
28582,28582,27.0,4.6,Sandstorms,Low,1,Buffet,scooter,1.0,No,,15,20002.509288420883
28583,28583,23.0,4.7,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Urban,28,20002.509288420883
28584,28584,26.0,5.0,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,16,20002.509288420883
28585,28585,25.0,4.5,Sandstorms,High,2,Meal,scooter,1.0,No,Metropolitian,26,20002.509288420883
28586,28586,36.0,4.6,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.509287784553
28587,28587,32.0,4.7,Cloudy,Medium,1,Meal,scooter,1.0,No,Urban,38,20002.509287784553
28588,28588,25.0,4.8,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.509287784553
28589,28589,23.0,4.9,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,23,20002.509287784553
28590,28590,29.0,4.8,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.509287784553
28591,28591,32.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.509287784553
28592,28592,38.0,4.6,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,20002.509287784553
28593,28593,21.0,4.5,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,28,20002.509287784553
28594,28594,23.0,4.6,Windy,Jam,1,Snack,scooter,1.0,No,Urban,19,20002.509287784553
28595,28595,23.0,4.8,Fog,Medium,1,Buffet,scooter,0.0,No,Urban,17,20002.509287784553
28596,28596,21.0,4.7,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,20002.509287784553
28597,28597,35.0,4.1,Cloudy,Jam,2,Buffet,scooter,2.0,No,Urban,39,20002.509287784553
28598,28598,39.0,4.9,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.509287784553
28599,28599,32.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,17,20002.509287784553
28600,28600,26.0,4.9,Stormy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,10,20002.509287770983
28601,28601,36.0,4.7,Windy,High,2,Drinks,motorcycle,1.0,No,Urban,34,20002.509287770983
28602,28602,20.0,4.9,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,12,20002.509287770983
28603,28603,23.0,4.9,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,24,20002.509287770983
28604,28604,24.0,4.8,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,27,20002.509287770983
28605,28605,38.0,4.8,Fog,Low,1,Drinks,motorcycle,0.0,No,Urban,18,20002.509287770983
28606,28606,37.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,27,20002.509287770983
28607,28607,,,,,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.509287770983
28608,28608,39.0,4.1,Fog,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,45,20002.509287770983
28609,28609,25.0,4.6,Fog,Medium,1,Drinks,scooter,0.0,No,Urban,12,20002.509287770983
28610,28610,23.0,5.0,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,20002.509287770983
28611,28611,21.0,4.7,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,40,20002.509287770983
28612,28612,30.0,4.7,Fog,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,18,20002.509287770983
28613,28613,23.0,4.6,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.509287770983
28614,28614,32.0,4.9,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,33,20002.509287770983
28615,28615,35.0,4.2,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,38,20002.509287770983
28616,28616,37.0,4.9,Sunny,Jam,1,Buffet,scooter,0.0,No,Urban,17,20002.50928774814
28617,28617,22.0,4.8,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Urban,20,20002.50928774814
28618,28618,,,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,20,20002.50928774814
28619,28619,31.0,4.1,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,38,20002.50928774814
28620,28620,26.0,4.6,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,16,20002.50928774814
28621,28621,22.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.50928774814
28622,28622,33.0,4.1,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,44,20002.50928774814
28623,28623,36.0,4.8,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,37,20002.50928774814
28624,28624,37.0,4.9,Fog,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,39,20002.50928774814
28625,28625,32.0,4.7,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24,20002.50928774814
28626,28626,21.0,4.8,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.50928774814
28627,28627,32.0,4.9,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,20,20002.50928774814
28628,28628,39.0,4.7,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23,20002.50928774814
28629,28629,25.0,4.6,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,25,20002.50928774814
28630,28630,,,Cloudy,Jam,2,Drinks,scooter,0.0,Yes,Metropolitian,47,20002.50928774814
28631,28631,28.0,4.7,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,20,20002.50928772687
28632,28632,27.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,21,20002.50928772687
28633,28633,37.0,5.0,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,42,20002.50928772687
28634,28634,33.0,4.7,Sunny,Low,2,Drinks,motorcycle,0.0,No,Urban,25,20002.50928772687
28635,28635,20.0,4.6,Fog,Jam,1,Meal,scooter,,No,Metropolitian,43,20002.50928772687
28636,28636,26.0,4.8,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,29,20002.50928772687
28637,28637,36.0,4.8,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,29,20002.50928772687
28638,28638,29.0,4.6,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,28,20002.50928772687
28639,28639,27.0,4.9,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.50928772687
28640,28640,24.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,24,20002.50928772687
28641,28641,,,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,25,20002.50928772687
28642,28642,25.0,5.0,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.50928772687
28643,28643,21.0,4.6,Stormy,High,1,Meal,motorcycle,1.0,No,Metropolitian,18,20002.50928772687
28644,28644,34.0,4.8,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.509287590674
28645,28645,26.0,4.7,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,11,20002.509287590674
28646,28646,23.0,4.6,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.509287590674
28647,28647,23.0,4.5,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,14,20002.509287590674
28648,28648,26.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,15,20002.509287590674
28649,28649,27.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.509287590674
28650,28650,22.0,4.7,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25,20002.509287590674
28651,28651,39.0,4.4,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,43,20002.509287590674
28652,28652,34.0,4.6,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,28,20002.509287590674
28653,28653,28.0,4.8,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.509287590674
28654,28654,32.0,4.7,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.509287590674
28655,28655,33.0,4.9,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,27,20002.509287590674
28656,28656,38.0,4.7,Sunny,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,23,20002.509287590674
28657,28657,26.0,4.6,Windy,Medium,1,Drinks,scooter,0.0,No,Urban,21,20002.509287590674
28658,28658,28.0,4.7,Stormy,High,1,Snack,scooter,,No,Metropolitian,19,20002.509287590674
28659,28659,32.0,4.6,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,40,20002.509287542623
28660,28660,27.0,4.8,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,16,20002.509287542623
28661,28661,28.0,4.1,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,20002.509287542623
28662,28662,37.0,4.8,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,15,20002.509287542623
28663,28663,,,,,2,Meal,electric_scooter,1.0,No,Metropolitian,25,20002.509287542623
28664,28664,28.0,4.8,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,28,20002.509287542623
28665,28665,24.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,16,20002.509287542623
28666,28666,28.0,4.5,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,14,20002.509287542623
28667,28667,22.0,4.6,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,14,20002.509287542623
28668,28668,23.0,4.9,Fog,High,1,Drinks,scooter,0.0,No,Metropolitian,22,20002.509287542623
28669,28669,26.0,4.7,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.509287542623
28670,28670,28.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18,20002.509287542623
28671,28671,39.0,4.7,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.509287542623
28672,28672,20.0,4.8,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,25,20002.509287542623
28673,28673,20.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.509287542623
28674,28674,33.0,5.0,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.509287542623
28675,28675,39.0,4.0,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,35,20002.509287542623
28676,28676,30.0,4.3,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,38,20002.509287444944
28677,28677,35.0,4.7,Sunny,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,26,20002.509287444944
28678,28678,35.0,5.0,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,16,20002.509287444944
28679,28679,25.0,4.6,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,37,20002.509287444944
28680,28680,20.0,4.5,Windy,Jam,2,Meal,scooter,0.0,No,Metropolitian,19,20002.509287444944
28681,28681,27.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,15,20002.509287444944
28682,28682,39.0,4.6,Sandstorms,Medium,0,Drinks,motorcycle,3.0,Yes,Metropolitian,48,20002.509287444944
28683,28683,36.0,4.3,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,33,20002.509287444944
28684,28684,22.0,4.8,Cloudy,Low,2,Meal,electric_scooter,0.0,No,Urban,11,20002.509287444944
28685,28685,33.0,5.0,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.509287444944
28686,28686,31.0,4.8,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,18,20002.509287444944
28687,28687,28.0,4.9,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,20002.509287444944
28688,28688,35.0,4.4,Sandstorms,Jam,2,Snack,scooter,3.0,No,Metropolitian,43,20002.509287444944
28689,28689,20.0,4.5,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,20,20002.509287444944
28690,28690,27.0,4.9,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,21,20002.509287444944
28691,28691,33.0,4.9,Stormy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,42,20002.50928700954
28692,28692,35.0,4.9,Cloudy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,41,20002.50928700954
28693,28693,30.0,5.0,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,41,20002.50928700954
28694,28694,20.0,4.6,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.50928700954
28695,28695,33.0,4.8,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,21,20002.50928700954
28696,28696,37.0,4.2,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,38,20002.50928700954
28697,28697,31.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.50928700954
28698,28698,25.0,5.0,Sandstorms,Low,2,Drinks,scooter,0.0,No,Urban,11,20002.50928700954
28699,28699,20.0,4.8,Stormy,High,1,Meal,scooter,1.0,No,Metropolitian,22,20002.50928700954
28700,28700,21.0,4.6,Fog,Low,2,Drinks,scooter,0.0,No,Urban,10,20002.50928700954
28701,28701,37.0,4.8,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,20002.50928700954
28702,28702,33.0,4.0,Fog,Jam,2,Buffet,scooter,0.0,No,Urban,37,20002.50928700954
28703,28703,26.0,4.6,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.50928700954
28704,28704,28.0,4.9,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,27,20002.509287001052
28705,28705,34.0,4.6,Sunny,Medium,1,Drinks,scooter,0.0,No,Metropolitian,19,20002.509287001052
28706,28706,29.0,4.7,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Urban,14,20002.509287001052
28707,28707,29.0,4.5,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Urban,14,20002.509287001052
28708,28708,23.0,4.5,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.509287001052
28709,28709,29.0,4.9,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,12,20002.509287001052
28710,28710,22.0,4.6,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,30,20002.509287001052
28711,28711,33.0,4.7,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,15,20002.509287001052
28712,28712,22.0,4.6,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,21,20002.509287001052
28713,28713,33.0,4.5,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,24,20002.509287001052
28714,28714,22.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,20002.509287001052
28715,28715,35.0,4.8,Windy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,27,20002.509287001052
28716,28716,20.0,4.9,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,33,20002.509287001052
28717,28717,35.0,4.4,Stormy,Medium,2,Meal,scooter,0.0,No,Metropolitian,31,20002.509287001052
28718,28718,26.0,4.8,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,23,20002.509287001052
28719,28719,32.0,4.8,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,23,20002.509286804154
28720,28720,36.0,4.7,Fog,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,29,20002.509286804154
28721,28721,29.0,4.7,Stormy,Medium,2,Meal,scooter,1.0,No,Urban,24,20002.509286804154
28722,28722,37.0,4.6,Sunny,High,0,Snack,motorcycle,1.0,No,Urban,29,20002.509286804154
28723,28723,38.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,26,20002.509286804154
28724,28724,26.0,5.0,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,13,20002.509286804154
28725,28725,39.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.509286804154
28726,28726,37.0,4.3,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,20002.509286804154
28727,28727,23.0,4.7,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,28,20002.509286804154
28728,28728,20.0,4.6,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,23,20002.509286804154
28729,28729,22.0,4.8,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,37,20002.509286804154
28730,28730,24.0,4.5,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.509286804154
28731,28731,39.0,4.8,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,34,20002.509286804154
28732,28732,20.0,4.7,Cloudy,High,0,Meal,motorcycle,1.0,No,Urban,29,20002.509286804154
28733,28733,36.0,5.0,Cloudy,High,2,Drinks,scooter,2.0,No,Metropolitian,38,20002.509286804154
28734,28734,30.0,4.8,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,19,20002.509286804154
28735,28735,33.0,4.9,Fog,Jam,1,Snack,motorcycle,0.0,No,Urban,30,20002.509286804154
28736,28736,25.0,4.6,Stormy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.509286801356
28737,28737,38.0,3.7,Sandstorms,Jam,2,Drinks,electric_scooter,3.0,No,Metropolitian,44,20002.509286801356
28738,28738,25.0,4.9,Stormy,Low,1,Buffet,scooter,,No,Metropolitian,12,20002.509286801356
28739,28739,25.0,4.9,Stormy,Medium,2,Meal,scooter,1.0,No,Urban,21,20002.509286801356
28740,28740,28.0,4.6,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,44,20002.509286801356
28741,28741,35.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,22,20002.509286801356
28742,28742,29.0,4.9,Cloudy,Low,1,Meal,scooter,0.0,No,Urban,20,20002.509286801356
28743,28743,23.0,4.0,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,15,20002.509286801356
28744,28744,28.0,4.3,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,20002.509286801356
28745,28745,,,,,3,Drinks,electric_scooter,1.0,No,,28,20002.509286801356
28746,28746,24.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,36,20002.509286801356
28747,28747,28.0,4.9,Cloudy,Low,1,Meal,motorcycle,0.0,No,Urban,10,20002.509286801356
28748,28748,37.0,4.5,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,38,20002.509286801356
28749,28749,24.0,4.7,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,15,20002.509286801356
28750,28750,25.0,4.8,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,15,20002.509286801356
28751,28751,39.0,3.5,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,38,20002.509286750603
28752,28752,,,Sandstorms,Jam,0,Meal,motorcycle,2.0,Yes,Metropolitian,50,20002.509286750603
28753,28753,29.0,4.7,Windy,Medium,1,Buffet,motorcycle,1.0,No,Urban,25,20002.509286750603
28754,28754,37.0,4.8,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.509286750603
